'em	0.379542372881356
'n	1.41317647058824
'n handle	2.839
's a	-0.0230769230769231
's abc	2.26166666666667
's act	2.403
's again	-0.156285714285714
's all	1.04278571428571
's and	-0.15454545454545499
's area	-1.6450714285714299
's article	2.637
's be	0.149075
's big	2.5657297297297297
's but	-0.0878181818181819
's by	-0.513333333333334
's call	2.222
's chart	-0.483568627450981
's close	-0.39982051282051206
's closing	-1.4178
's come	-0.549894736842105
's cont	1.9
's continue	0.994657142857143
's do	0.875608695652174
's drop	-1.09491666666667
's first	0.4662666666666671
's for	-0.138368421052631
's from	-0.228823529411765
's game	0.19
's gap	-0.2140625
's get	0.9617
's go	0.6010153846153851
's hammer	-1.5037272727272701
's have	-0.10940625
's hi	1.13471428571429
's higher	3.445
's hold	1.22733333333333
's hope	1.56454545454545
's I	-0.191684210526316
's if	0.6975
's it	-0.0012
's largest	0.8476
's latest	-0.040909090909091
's look	0.260217391304348
's make	2.485
's market	-0.313214285714286
's my	-0.225
's new	1.55538461538462
's news	1.04278571428571
's next	0.2625
's not	0.716407407407407
's now	-0.36581818181818204
's num	-0.0583220338983052
's number	-0.1422
's of	-0.33762790697674394
's or	-0.22833333333333303
's pattern	2.016
's pivot	2.68742007434944
's	0.0217014808431304
's range	0.869333333333333
's rNUM	5.1979999999999995
's see	0.22895783132530104
's show	-0.11444444444444399
's sNUM	2.76013888888889
's so	-0.27899999999999997
's soon	-0.467307692307693
's still	-1.01836363636364
's support	-0.54
's take	-0.566571428571429
's target	1.5018478260869599
's the	0.37241071428571393
's this	-0.11018181818181802
's tkr	-0.21899999999999997
's to	0.45246153846153797
's tomorrow	-2.004
's trade	-0.442285714285715
's trading	-0.00133333333333333
's volume	1.20065217391304
's wait	-0.30436363636363695
's why	-0.508666666666666
's you	-0.0765
'til	-0.05175
!:)	1.919
$	-0.18165375015513602
$ and	1.2471111111111102
$ area	0.9236363636363628
$ at	0.9313333333333341
$ be	0.8590344827586209
$ in	1.16566666666667
$ so	-0.187272727272727
$ study	-0.9118181818181829
$ the	-1.4772
$ tkr	-0.55816129032258
$ today	0.9147826086956521
% %	0.58125
%	-0.0629088643156638
% num	0.43235294117647105
% of	-0.3400930232558139
% r	-0.837296296296296
& a	0.34616129032258103
& above	2.0413461538461597
& at	-0.1435
& back	1.3976470588235301
& below	-1.8459375
& beyond	1.9
